id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,vs
YP_003045761.1,0.0781973013201229,0.777445243201527,1.20953228873866,0.642765183236464,0.520376478011042,NA,hycD,ECB_02572,b2722,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045762.1,1.42877078708996,2.86769412872669,1.31091969004622,2.18754371492092,0.0287028556051385,NA,hycC,ECB_02573,b2723,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045763.1,0.156394602640246,1.04350544864311,1.24180305156918,0.840314772398495,0.400731920866897,NA,hycB,ECB_02574,b2724,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045766.1,3.64635037473767,-1.24446962365539,1.1055980888816,-1.12560761109335,0.260331645069492,0.441221427188784,hypB,ECB_02577,b2727,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045769.1,0.548509922166435,1.97550175381602,1.38508914088342,1.42626326025199,0.153792365408505,NA,hypE,ECB_02580,b2730,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045770.1,1.48645396622759,1.26618576854076,1.24717788036846,1.01524071944467,0.309991094687253,NA,fhlA,ECB_02581,b2731,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045771.1,0.878215354984624,0.643004848248794,1.3820411810279,0.465257372266257,0.64174715752001,NA,ygbA,ECB_02582,b2732,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045772.1,25.8710793361232,0.246537819699713,0.507309525518917,0.485971201600314,0.626987584362435,0.75958314601008,mutS,ECB_02583,b2733,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045774.1,1.25141761751267,0.329697444546626,1.30943237201973,0.251786538649633,0.801206062786547,NA,ygbI,ECB_02585,b2735,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045775.1,0.857132565972476,1.83166002616665,1.36968308659992,1.3372874675072,0.181128820237303,NA,ygbJ,ECB_02586,b2736,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045778.1,0.696433558121454,1.28220693734674,1.3664407806106,0.938355291748376,0.348061853686445,NA,ygbM,ECB_02589,b2739,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045779.1,0.336413482909775,1.44539983668697,1.34714204862211,1.07293795644294,0.283298954467979,NA,ygbN,ECB_02590,b2740,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045780.1,16.8111216556765,-3.378860961839,0.844474076049021,-4.00114231765104,6.30374279462109e-05,0.00130299013435209,rpoS,ECB_02591,b2741,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045781.1,6.23004596215519,-3.18183248880008,1.13817814108107,-2.7955487581038,0.0051811685685161,0.0325650250152815,nlpD,ECB_02592,b2742,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045782.1,8.2812228135228,-1.29049451353946,0.692810227884523,-1.86269552844211,0.062505115363534,0.190302077176532,pcm,ECB_02593,b2743,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045783.1,4.74080452668157,-0.439282763387044,0.82562169443625,-0.532063009423455,0.594682355939645,0.730458040803071,surE,ECB_02594,b2744,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045784.1,16.5838593661248,-0.762841177658067,0.617658280759072,-1.23505375289484,0.216810499575004,0.392687490196822,truD,ECB_02595,b2745,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045785.1,9.436617477806,-1.36254690271024,1.10698527209441,-1.23086271972915,0.218374212860897,0.394450717825313,ispF,ECB_02596,b2746,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045786.1,7.38224626695309,-3.49444181826223,1.09012417735533,-3.20554473595827,0.00134807089851499,0.0125133432940859,ispD,ECB_02597,b2747,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045787.1,0.562149003799106,1.13505587949717,1.38736929116378,0.81813536361688,0.413279897946294,NA,ftsB,ECB_02598,b2748,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045789.1,3.50175307469875,-2.53973763313683,1.17133824104713,-2.1682359067065,0.030140742151446,0.116215746180095,cysC,ECB_02600,b2750,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045790.1,17.9653593941429,0.40098409574636,0.633204389843328,0.633261711665603,0.526562752196519,0.679818620833239,cysN,ECB_02601,b2751,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045791.1,6.65207425381129,-0.0292775627266222,0.782586939642094,-0.0374112590481154,0.970157095533944,0.981913768857955,cysD,ECB_02602,b2752,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045796.1,60.3455216334459,0.232790699517689,0.526056006709205,0.442520751685613,0.658112417120658,0.783560211595558,cysH,ECB_02607,b2762,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045797.1,139.381723128394,-0.968346762239163,0.521356491419375,-1.85736013299244,0.0632599344378951,0.191595420767341,cysI,ECB_02608,b2763,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045798.1,122.603541407992,-0.0502977477687279,0.512598519850711,-0.0981230842870489,0.921834557365937,0.956665780289184,cysJ,ECB_02609,b2764,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045799.1,5.41274967954159,-4.08548900300975,1.23438636795596,-3.30973276201597,0.000933850847110039,0.00970140387800843,ygcM,ECB_02610,b2765,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045800.1,1.6787164865851,1.18752770289098,1.27666200643389,0.930181752810288,0.352276987910041,NA,ygcN,ECB_02611,b2766,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045801.1,0.597787290203745,1.71582954727095,1.38550147317258,1.23841769965208,0.2155612210765,NA,ygcO,ECB_02612,b2767,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045802.1,0.898658512646319,0.705243267433583,1.3682577780572,0.515431579300036,0.606251469878217,NA,ygcP,ECB_02613,b2768,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045803.1,0.746713331724909,1.56110259201899,1.35590687072102,1.1513346718192,0.249594578423727,NA,ygcQ,ECB_02614,b2769,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045804.1,1.82529993703225,-0.123500086602342,1.29868582458699,-0.0950961997614918,0.924238416549012,NA,ygcR,ECB_02615,b2770,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045805.1,1.78216394263229,2.57174754387126,1.24492055115722,2.06579250497606,0.0388480761136611,NA,ygcS,ECB_02616,b2771,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045806.1,1.93881812832042,0.416717675144404,1.3244237469951,0.314640745524134,0.753034438797893,NA,ygcU,ECB_02617,b4463,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045807.1,0.245378315817602,-0.629017005233294,1.23085440083909,-0.51104095236974,0.60932238115086,NA,ygcW,ECB_02618,b2774,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045808.1,0.783686289861865,-0.154383859043973,1.38395573134335,-0.111552599225207,0.911178157683017,NA,yqcE,ECB_02619,b2775,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045809.1,2.37384677675192,1.78044879623397,1.21219719373032,1.46877818678573,0.141892962402125,0.312632296281606,ygcE,ECB_02620,b2776,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045811.1,6.81087668714814,0.460485591438773,0.771860692076812,0.596591582089462,0.550780092793463,0.697167983617988,ygcF,ECB_02622,b2777,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045813.1,527.718151732424,-0.579322528891947,0.631440438024197,-0.917461876063356,0.358900661606672,0.530284323155031,eno,ECB_02624,b2779,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045814.1,76.0607291915314,-0.66809560865388,0.512291006393414,-1.30413300314864,0.192188237970773,0.371588637542333,pyrG,ECB_02625,b2780,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045815.1,1.1342145958206,-0.182971933518645,1.28549330463945,-0.142335967724052,0.88681463759912,NA,mazG,ECB_02626,b2781,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045816.1,2.73593411185251,1.2648009209272,1.11027175890007,1.13918138580794,0.254627507699662,0.43597621941744,chpA,ECB_02627,b2783,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045817.1,0.839537637653354,-1.68254052242608,1.38733717556867,-1.21278413932532,0.225212360943217,NA,chpR,ECB_02628,b2783,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045818.1,20.4794589273072,-0.199682316196165,0.56214770623098,-0.355213254421993,0.722429835782431,0.821207672223044,relA,ECB_02629,b2784,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045819.1,3.50696874602965,-0.557782252545317,0.910717722480233,-0.612464475849073,0.540230494565924,0.688158920968664,rumA,ECB_02630,b2785,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045820.1,7.81058233316701,0.0675371957697478,0.822866558318483,0.0820755140514631,0.934586664372762,0.962732115724086,barA,ECB_02631,b2786,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045821.1,6.65261598225683,-0.737245718139976,1.08382223401041,-0.680227527176651,0.496360405071843,0.655224353505499,gudD,ECB_02632,b2787,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045822.1,0.524078802902533,0.130149567455525,1.36817577712905,0.0951263497213986,0.924214468923787,NA,gudX,ECB_02633,b2788,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045824.1,8.60439029728841,0.859818610455826,0.734638099645464,1.17039752072588,0.241841032935036,0.422971601607053,yqcA,ECB_02635,b2790,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045825.1,1.09237191518167,0.926833543831838,1.31293594101271,0.70592442089516,0.4802351397818,NA,yqcB,ECB_02636,b2791,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045826.1,1.24952184024621,-0.180816382510569,1.28271858500061,-0.140963407426176,0.887898850275563,NA,yqcC,ECB_02637,b2792,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045827.1,3.40552607448698,-1.94706216763252,1.07213739226478,-1.81605658162855,0.0693616930672329,0.199813497988221,syd,ECB_02638,b2793,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045828.1,22.5790122564102,-0.164540414117699,0.56924655424644,-0.289049468793914,0.772543521799942,0.856246413050793,queF,ECB_02639,b2794,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045829.1,46.7045507396228,-0.54934829311921,0.622354938220452,-0.882692912648857,0.377402212453395,0.547533600556481,ygdH,ECB_02640,b2795,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045830.1,2.01077715285831,0.77328168509063,1.27460874618309,0.606681609086929,0.54406222941561,NA,sdaC,ECB_02641,b2796,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045831.1,2.00513376814419,0.364957397166453,1.2366200096696,0.295124932730113,0.767898443966195,NA,sdaB,ECB_02642,b2797,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045832.1,1.94014920418323,0.0104526475209369,1.13870564382528,0.00917941135851677,0.992675992255352,NA,xni,ECB_02643,b2798,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045833.1,2.228760678305,2.23461031574414,1.3040815402645,1.71355106774298,0.0866112068187165,0.228193784062453,fucO,ECB_02644,b2799,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045836.1,3.67224852359686,2.92921167941773,1.03353356384737,2.83417179845967,0.00459446248058125,0.030006180044187,,ECB_02648,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045837.1,3.61377901373172,1.07500099203241,0.986944649200505,1.08922115632648,0.276056371530896,0.453682807311022,,ECB_02649,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045838.1,30.4722180385324,-0.999575405488068,0.718104521703788,-1.39196367001904,0.163933399605099,0.338257738256573,,ECB_02650,,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045839.1,3.178749632756,2.74572036586546,1.03619271702502,2.64981631385,0.00805355437910182,0.0464005072703999,,ECB_02651,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045840.1,6.56325801099894,1.91878261026538,0.814547968127139,2.35564102464974,0.0184907768693786,0.081302648296281,,ECB_02652,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045841.1,29.9427852416313,-0.693618701540451,0.627049539315086,-1.10616252473142,0.268656180054974,0.448505945886947,fucI,ECB_02653,b2802,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045842.1,1.3587786035189,-0.00258451103903315,1.28193248884399,-0.00201610542015656,0.99839138170206,NA,fucK,ECB_02654,b2803,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045843.1,22.6013335780126,1.14155482742196,0.567340386125891,2.01211628034647,0.0442076808902952,0.153615944861425,fucU,ECB_02655,b2804,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045844.1,0.683869364734795,0.326735213459696,1.38074639258195,0.236636659139635,0.812938677906804,NA,fucR,ECB_02656,b2805,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045845.1,9.54113707150622,-0.750598657763958,0.646888779919149,-1.16032103363699,0.245918123913062,0.426896829823107,ygdE,ECB_02657,b2806,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045847.1,6.9058110056248,1.39936229281913,0.759215760974427,1.8431681278891,0.065304466809728,0.194366649709219,gcvA,ECB_02659,b2808,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045848.1,3.26198630387686,-1.31253642981544,1.19928616816936,-1.09443139148261,0.273765822480772,0.451449408023839,ygdI,ECB_02660,b2809,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045849.1,6.74109739094284,-0.736535567244417,0.737265837492876,-0.999009488557151,0.31779009480642,0.495231258894264,csdA,ECB_02661,b2810,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045850.1,18.0863470054336,-2.23342564410998,0.724850866212627,-3.08122090793615,0.00206153638704992,0.0166668566775609,ygdK,ECB_02662,b2811,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045851.1,1.70034109282969,0.0393879855996059,1.1189328073256,0.0352013859471583,0.97191915709155,NA,ygdL,ECB_02663,b2812,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045852.1,1.19084117288375,1.39320318832385,1.29166426284337,1.07861092731401,0.280761207981849,NA,mltA,ECB_02664,b2813,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045853.1,2.41679587560724,1.53768344146604,1.23780685828751,1.24226443824475,0.214139011550978,0.389608637168521,amiC,ECB_02665,b2817,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045854.1,12.1171181393253,-1.79218786676414,0.799010109195232,-2.24301025248509,0.0248961533758785,0.101663518367895,argA,ECB_02666,b2818,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045855.1,3.03938701474185,1.55732564792955,1.12169318247571,1.38837043164723,0.165024275322088,0.339357612329011,recD,ECB_02667,b2819,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045856.1,3.829764859842,1.25171810058116,1.12096843747432,1.11663991485918,0.264148317972396,0.444739711458138,recB,ECB_02668,b2820,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045857.1,39.1872917222571,0.0311865325414986,0.558396731718943,0.0558501344474124,0.955461195726617,0.973424643003998,ptr,ECB_02669,b2821,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045858.1,7.54467316906615,1.48547310714977,0.775281179862646,1.91604432783077,0.0553594536206881,0.177064558534562,recC,ECB_02670,b2822,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045859.1,0.214528353748594,2.17252799149519,1.24485527941568,1.74520526796893,0.0809491445845349,NA,ppdC,ECB_02671,b2823,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045862.1,0.59584580022276,2.5292354845367,1.37963328063331,1.83326650642674,0.0667629477484358,NA,ppdA,ECB_02674,b2826,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045863.1,21.3270860621889,-1.27497823484954,0.666664817149883,-1.91247265799973,0.0558155963575285,0.177250693697411,thyA,ECB_02675,b2827,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045864.1,2.80344922309102,-2.24073740793319,1.19899813684903,-1.86884144275808,0.0616448771594136,0.188699204129198,lgt,ECB_02676,b2828,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045865.1,12.1050490120789,-0.0445096924380116,0.596945357207514,-0.0745624233451218,0.940562872688707,0.965606021372687,ptsP,ECB_02677,b2829,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045866.1,1.88908376628067,0.0382314617497863,1.19208137154944,0.0320711846206388,0.974415282926231,NA,ygdP,ECB_02678,b2830,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045867.1,6.28669271157909,4.96708438517425,0.93359579750851,5.3203799743207,1.03550747328844e-07,1.15344026885741e-05,mutH,ECB_02679,b2831,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045869.1,4.57955335522793,-2.95195697670461,1.10603853477521,-2.6689458675186,0.00760897124349441,0.0443488004162974,ygdR,ECB_02681,b2833,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045870.1,23.1280013670706,-2.10345307036583,0.617979577899267,-3.40375822372031,0.000664655565259668,0.00748671015924514,tas,ECB_02682,b2834,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045872.1,5.24285309835019,1.22347913146723,0.942701742986614,1.29784328985229,0.194341190563761,0.373948260153879,aas,ECB_02684,b2836,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045873.1,4.12220752336447,0.481891249505611,0.947425756976907,0.508632202530839,0.611010052492597,0.744726538144472,galR,ECB_02685,b2837,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045874.1,20.6058623722828,-3.30499978527972,0.878425721000561,-3.76241235458724,0.00016828228993751,0.00265674008917093,lysA,ECB_02686,b2838,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045876.1,0.816476961225679,0.739084569309429,1.36705112736085,0.540641497978399,0.588754708976874,NA,ygeA,ECB_02688,b2840,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045877.1,1.04437581343345,1.66567338615648,1.2922602867709,1.28896121254229,0.197411571472683,NA,araE,ECB_02689,b2841,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045878.1,1.41471702663815,-0.828890007348954,1.26436873700246,-0.655576164682838,0.51209686576202,NA,kduD,ECB_02690,b2842,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045879.1,0.471708318124213,0.244191895250144,1.38130669884244,0.176783255633801,0.859678641961639,NA,kduI,ECB_02691,b2843,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045880.1,8.12001058049214,-0.72597506408915,0.951923159418589,-0.762640405274474,0.44567788067654,0.610500107242316,yqeF,ECB_02692,b2844,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045885.1,0.652856292572821,0.668471916956534,1.38709242559721,0.481923125395717,0.62986055756611,NA,ygeQ,ECB_02697,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045886.1,2.1748471397852,1.2955932761283,1.21707423866536,1.06451458339061,0.2870956515345,0.467207013615796,ygeR,ECB_02698,b2865,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045887.1,2.94628887964574,1.64563255291264,1.04098057717082,1.58084847018486,0.1139126888654,0.27319969040087,xdhA,ECB_02699,b2866,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045888.1,0.319420516858063,0.92266114374557,1.33120738037161,0.693100982874663,0.488246180901584,NA,xdhB,ECB_02700,b2867,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045890.1,11.317932271303,-0.538773439094354,0.706603659117757,-0.762483228245731,0.445771649377931,0.610500107242316,ygeV,ECB_02702,b2869,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045892.1,1.38503314522405,2.01665431931283,1.33023043020572,1.51601878405454,0.129514602738141,NA,ygeX,ECB_02704,b2871,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045893.1,1.20334560617005,2.26054534087163,1.30049371622995,1.73822088692963,0.0821719001041845,NA,ygeY,ECB_02705,b2872,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045894.1,1.68188069755907,0.764530527471343,1.25124850338871,0.611014139398204,0.541190219720202,NA,ygeZ,ECB_02706,b2873,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045895.1,0.955829636082256,1.1812022650662,1.37355889240606,0.859957495522514,0.389812472951005,NA,yqeA,ECB_02707,b2874,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045896.1,2.05348344167678,1.49910938562976,1.29733544623883,1.1555295047059,0.247873657443212,0.428806456577774,yqeB,ECB_02708,b2875,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045897.1,0.726328972481245,1.44903478759951,1.38309503424923,1.04767550437058,0.294788137135364,NA,yqeC,ECB_02709,b2876,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045899.1,4.31661522635552,0.861389463090501,1.13067836736486,0.761834212056292,0.446158958579408,0.610613455257142,ygfK,ECB_02711,b2878,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045900.1,1.48513330296849,0.487946987772443,1.32019301859003,0.369602763309241,0.71167849186643,NA,ssnA,ECB_02712,b2879,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045901.1,1.68351665882515,0.189883476665963,1.24551352103805,0.152453966543622,0.878828895328352,NA,ygfM,ECB_02713,b2880,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045902.1,3.18978981030465,1.4472856635739,1.08609202574623,1.33256264595029,0.182675370348704,0.361056126579715,xdhD,ECB_02714,b2881,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045903.1,0.625810213844693,1.79840213582237,1.38288133762476,1.30047465888237,0.193438336110635,NA,ygfO,ECB_02715,b2882,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045904.1,1.74732470221305,2.12649081948129,1.32296900036075,1.60736254507962,0.107974861378824,NA,guaD,ECB_02716,b2883,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045905.1,0.543758548061809,-0.436592646487441,1.38330448903817,-0.315615723036517,0.752294202011838,NA,ygfQ,ECB_02717,b4464,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045906.1,0.227470167871848,0.151030382007507,1.25251885668157,0.120581323947208,0.904022662222177,NA,ygfS,ECB_02718,b2886,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045907.1,2.9312620983603,1.05713325165254,1.11492264428576,0.948167352300719,0.343044264674333,0.516252729939803,ygfT,ECB_02719,b2887,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045908.1,0.580502867313607,1.23462286890587,1.38735970061666,0.889908268459215,0.37351514377644,NA,ygfU,ECB_02720,b2888,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045909.1,2.8354115901356,-3.26084826170314,1.29838297455768,-2.51146874658766,0.012022993148421,0.0608631703694291,idi,ECB_02721,b2889,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045910.1,49.602750849428,0.586511747125737,0.498220067543099,1.1772142178416,0.239110015217196,0.420171411490341,lysS,ECB_02722,b2890,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045911.1,35.3462064487649,-1.58257441585527,0.522359460186747,-3.02966546310751,0.0024482475606977,0.0194021199968335,prfB,ECB_02723,b2891,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045912.1,1.90248063654901,1.70250911799396,1.32768689424419,1.28231221184355,0.199733145799291,NA,recJ,ECB_02724,b2892,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045913.1,20.0160286079961,-1.26175208849478,0.579456404173888,-2.1774754397505,0.0294451123511286,0.113971911706588,dsbC,ECB_02725,b2893,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045914.1,4.56080324708023,0.839857143128093,0.867224530432046,0.968442558595156,0.332823393435218,0.509009079967668,xerD,ECB_02726,b2894,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045915.1,5.94847456458311,-3.20994841961768,1.11299846058841,-2.8840546804716,0.00392590578273388,0.027522521309026,fldB,ECB_02727,b2895,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045917.1,1.82637833738925,-1.10508845007443,1.27683453387411,-0.865490727856039,0.386769502902068,NA,ygfY,ECB_02729,b2897,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045918.1,60.4599154437771,-1.64774627212163,0.682361137168248,-2.4147715665046,0.0157450808466697,0.0732456777205864,ygfZ,ECB_02730,b2898,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045920.1,6.29185858628428,-1.48822975387557,0.934703203628096,-1.59219498563708,0.111340899579603,0.268962052598919,yqfB,ECB_02732,b2900,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045921.1,33.4679137375084,-1.24115338350216,0.656599632200848,-1.89027425943258,0.0587212895314461,0.183396817999367,bglA,ECB_02733,b2901,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045922.1,0.787623475756901,0.166611274313747,1.38652927817458,0.120164266947971,0.904353023466845,NA,ygfF,ECB_02734,b2902,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045923.1,87.0493699785846,-1.31656319320899,0.555056766248891,-2.37194332771836,0.0176948045668654,0.0795203004136709,gcvP,ECB_02735,b2903,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045924.1,0.146364828584153,-0.548543779038224,1.18998259172137,-0.460967902265467,0.644821633796314,NA,gcvH,ECB_02736,b2904,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045925.1,19.8783742446029,-3.17822812070977,0.727827288812975,-4.36673393476795,1.26118200852872e-05,0.000395104676109389,gcvT,ECB_02737,b2905,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045926.1,6.46759546129238,0.542443914224346,0.854367737474103,0.634906832774439,0.525489180469989,0.679069268285118,visC,ECB_02738,b2906,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045927.1,4.6620156522242,-1.98100146169845,0.999004970238229,-1.98297458042281,0.0473702689852391,0.160434779248994,ubiH,ECB_02739,b2907,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003045928.1,28.8173650505932,-1.10835798844008,0.604158048748814,-1.8345497353473,0.0665724321474271,0.196254933011599,pepP,ECB_02740,b2908,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
