"","rowname","short","md5sum","MURI","L","R","MURI_num"
"368","130","MURI_138_SA14141_GATCAG_L003_R2_001.fastq.gz","1058685c26f2d071d1a7379827aad460","MURI_138 ","L003","R2",138
"369","131","MURI_139_SA14141_TAGCTT_L003_R1_001.fastq.gz","6c1446ac79c803b102ac70f0a7b602cc","MURI_139 ","L003","R1",139
"370","133","MURI_139_SA15156_TGACCA_L004_R1_001.fastq.gz","03a5806081a1c20b9839d2cf2d7b2287","MURI_139 ","L004","R1",139
"371","132","MURI_139_SA14141_TAGCTT_L003_R2_001.fastq.gz","05c7eef5628bf1b3e53d1948c1c57963","MURI_139 ","L003","R2",139
"372","134","MURI_139_SA15156_TGACCA_L004_R2_001.fastq.gz","06a2071102e5efecb1da98c51ca45ac1","MURI_139 ","L004","R2",139
"373","135","MURI_140_SA14140_GGCTAC_L002_R1_001.fastq.gz","cdf7333212b6315cda828b44950b37c8","MURI_140 ","L002","R1",140
"374","136","MURI_140_SA14140_GGCTAC_L002_R2_001.fastq.gz","d6b193d3ad807b939df7529ba6bc7ebd","MURI_140 ","L002","R2",140
"375","137","MURI_141_SA14140_CTTGTA_L002_R1_001.fastq.gz","2d520a819c0bca2505fa4c8c30028f76","MURI_141 ","L002","R1",141
"376","139","MURI_141_SA14141_CTTGTA_L004_R1_001.fastq.gz","203bf7988e082aa46cf5528e453b519a","MURI_141 ","L004","R1",141
"377","138","MURI_141_SA14140_CTTGTA_L002_R2_001.fastq.gz","6758fa43f34d17a45adc89777a7fdebc","MURI_141 ","L002","R2",141
"378","140","MURI_141_SA14141_CTTGTA_L004_R2_001.fastq.gz","e36c9b4c2beece10e8f3b9737e56ebb2","MURI_141 ","L004","R2",141
"379","141","MURI_142_SA14141_AGTCAA_L003_R1_001.fastq.gz","b29db1d73a31cf0128d9f0d7ae1a4d77","MURI_142 ","L003","R1",142
"380","142","MURI_142_SA14141_AGTCAA_L003_R2_001.fastq.gz","d29eb82193ec26515a3109817122d40b","MURI_142 ","L003","R2",142
"381","143","MURI_143_SA14141_AGTTCC_L003_R1_001.fastq.gz","8c0d5c08d205c3364f7ccea1d60a5a67","MURI_143 ","L003","R1",143
"382","144","MURI_143_SA14141_AGTTCC_L003_R2_001.fastq.gz","b4a7da13a4399bfc9b0082331de08ab3","MURI_143 ","L003","R2",143
"383","145","MURI_144_SA14141_ATGTCA_L003_R1_001.fastq.gz","5a1ff82e07f432220db15743b6d33bae","MURI_144 ","L003","R1",144
"384","146","MURI_144_SA14141_ATGTCA_L003_R2_001.fastq.gz","415a189d0246ecc2d4c6dc9a45c5d48c","MURI_144 ","L003","R2",144
"385","147","MURI_145_SA14141_CCGTCC_L003_R1_001.fastq.gz","ee6d181e452bd7bded8c569f44cb8abf","MURI_145 ","L003","R1",145
"386","148","MURI_145_SA14141_CCGTCC_L003_R2_001.fastq.gz","3b83596640f450b5730e796287eaba67","MURI_145 ","L003","R2",145
"387","149","MURI_146_SA14141_GTCCGC_L003_R1_001.fastq.gz","bc06758b2c93fb30486fe09428ca4b0d","MURI_146 ","L003","R1",146
"388","150","MURI_146_SA14141_GTCCGC_L003_R2_001.fastq.gz","613744fe167178ddd9de90cf157cee75","MURI_146 ","L003","R2",146
"389","153","MURI_147_SA15008_GTGAAA_L001_R1_001.fastq.gz","b18c742a67d5356fdd7b27c53b9357b0","MURI_147 ","L001","R1",147
"390","151","MURI_147_SA14155_GTGAAA_L008_R1_001.fastq.gz","7ce63c6ded4ff967bfae8d44c88fe642","MURI_147 ","L008","R1",147
"391","154","MURI_147_SA15008_GTGAAA_L001_R2_001.fastq.gz","c516e2bcc12de6acabf4c541835c40d8","MURI_147 ","L001","R2",147
"392","152","MURI_147_SA14155_GTGAAA_L008_R2_001.fastq.gz","d43cefbe9c6792aa0af69343edb93001","MURI_147 ","L008","R2",147
"393","155","MURI_148_SA14141_GTGGCC_L003_R1_001.fastq.gz","667a366bf606ba7dc8f1845309c75c88","MURI_148 ","L003","R1",148
"394","157","MURI_148_SA15156_ACAGTG_L004_R1_001.fastq.gz","ce859948a033b985c5928d733d48974f","MURI_148 ","L004","R1",148
"395","156","MURI_148_SA14141_GTGGCC_L003_R2_001.fastq.gz","7c862af6b7959aa469dbb8be0d88c79f","MURI_148 ","L003","R2",148
"396","158","MURI_148_SA15156_ACAGTG_L004_R2_001.fastq.gz","0a0a154f711c72ccd0ab7519227a0e60","MURI_148 ","L004","R2",148
"397","161","MURI_149_SA15156_GCCAAT_L004_R1_001.fastq.gz","7090f2bdef7f0ad54a45b5f1b0eea33d","MURI_149 ","L004","R1",149
"398","159","MURI_149_SA14155_CGTACG_L008_R1_001.fastq.gz","ebe094c0d2896cc1b795153e293bb848","MURI_149 ","L008","R1",149
"399","162","MURI_149_SA15156_GCCAAT_L004_R2_001.fastq.gz","b67d929c89a94b8bc737ae256ffd1dfa","MURI_149 ","L004","R2",149
"400","160","MURI_149_SA14155_CGTACG_L008_R2_001.fastq.gz","0e639606bd0ee61514386a57d031bf77","MURI_149 ","L008","R2",149
"401","165","MURI_150_SA15156_CAGATC_L004_R1_001.fastq.gz","e8ec43765057a0487e39d5bc9cfb9a54","MURI_150 ","L004","R1",150
"402","163","MURI_150_SA14155_GAGTGG_L008_R1_001.fastq.gz","0f928224ef51ff054c22512d24fb2b9a","MURI_150 ","L008","R1",150
"403","166","MURI_150_SA15156_CAGATC_L004_R2_001.fastq.gz","7ea35ed80f6812306363b037cd49132d","MURI_150 ","L004","R2",150
"404","164","MURI_150_SA14155_GAGTGG_L008_R2_001.fastq.gz","f62c2310f09aabd9c9db3a70f961b961","MURI_150 ","L008","R2",150
"405","167","MURI_151_SA14140_ACTGAT_L002_R1_001.fastq.gz","9feabf724902a9dd963c3ff6cc438b0b","MURI_151 ","L002","R1",151
"406","169","MURI_151_SA15156_ACTTGA_L004_R1_001.fastq.gz","5f1db1497959bd9890a9b838b9955c54","MURI_151 ","L004","R1",151
"407","168","MURI_151_SA14140_ACTGAT_L002_R2_001.fastq.gz","efcd8cab3272099b2daf81e2eb5ff737","MURI_151 ","L002","R2",151
"408","170","MURI_151_SA15156_ACTTGA_L004_R2_001.fastq.gz","511695e0ec6a44ddbb84ff089e7a5750","MURI_151 ","L004","R2",151
"409","171","MURI_152_SA14140_ATTCCT_L002_R1_001.fastq.gz","50fce675993ca8ebd795f210aae2db5e","MURI_152 ","L002","R1",152
"410","173","MURI_152_SA14141_ATTCCT_L004_R1_001.fastq.gz","ad16290962a58240867b331ccae9305a","MURI_152 ","L004","R1",152
"411","172","MURI_152_SA14140_ATTCCT_L002_R2_001.fastq.gz","4dd142d5a216dc7ff605da4f71a0a433","MURI_152 ","L002","R2",152
"412","174","MURI_152_SA14141_ATTCCT_L004_R2_001.fastq.gz","7546afd8e4acde3b734ee22f73e76995","MURI_152 ","L004","R2",152
"413","175","MURI_153_SA14217_ATCACG_L007_R1_001.fastq.gz","e51d543d31e2270ec85200fcc8e552f0","MURI_153 ","L007","R1",153
"414","176","MURI_153_SA14217_ATCACG_L007_R2_001.fastq.gz","0655e694306ed8127da1b51a026539a0","MURI_153 ","L007","R2",153
"415","177","MURI_154_SA14141_CAGATC_L002_R1_001.fastq.gz","d103bf715951167b6f0fa73722cc4587","MURI_154 ","L002","R1",154
"416","178","MURI_154_SA14141_CAGATC_L002_R2_001.fastq.gz","a8d4ef9a6ada577b256a1935525cb322","MURI_154 ","L002","R2",154
"417","179","MURI_155_SA14141_ACTTGA_L002_R1_001.fastq.gz","fc18339ab59431bbffa911d2a8bc552c","MURI_155 ","L002","R1",155
"418","180","MURI_155_SA14141_ACTTGA_L002_R2_001.fastq.gz","86bc2a420003a21a78894e3b3a319f04","MURI_155 ","L002","R2",155
"419","181","MURI_156_SA14141_GATCAG_L002_R1_001.fastq.gz","54833780830f769814a664ad529831d3","MURI_156 ","L002","R1",156
"420","182","MURI_156_SA14141_GATCAG_L002_R2_001.fastq.gz","9e9af51e4c33bad38dd2d1d173b68f77","MURI_156 ","L002","R2",156
"421","183","MURI_157_SA14141_TAGCTT_L002_R1_001.fastq.gz","959fbf70e0f57bceeef2217cb3fed3a2","MURI_157 ","L002","R1",157
"422","185","MURI_157_SA15015_TAGCTT_L007_R1_001.fastq.gz","4b1b5fd30fa356976ffb4e79152e4638","MURI_157 ","L007","R1",157
"423","187","MURI_157_SA15015_TAGCTT_L008_R1_001.fastq.gz","fc5ecb03c51d435628e1c8c660402775","MURI_157 ","L008","R1",157
"424","184","MURI_157_SA14141_TAGCTT_L002_R2_001.fastq.gz","a8390470bb590b24c9d44410f6f7d210","MURI_157 ","L002","R2",157
"425","186","MURI_157_SA15015_TAGCTT_L007_R2_001.fastq.gz","b41307ba4e0cb68ee598108e2dd8f2cc","MURI_157 ","L007","R2",157
"426","188","MURI_157_SA15015_TAGCTT_L008_R2_001.fastq.gz","e5661deeb6a7cb5260608ee4c83b61f0","MURI_157 ","L008","R2",157
"427","189","MURI_158_SA14141_GGCTAC_L002_R1_001.fastq.gz","4e74d2eb76e6df9e7cf88a04b23aba50","MURI_158 ","L002","R1",158
"428","191","MURI_158_SA15015_GGCTAC_L007_R1_001.fastq.gz","bd565c982662cc3a4c7fc1ec4740f661","MURI_158 ","L007","R1",158
"429","193","MURI_158_SA15015_GGCTAC_L008_R1_001.fastq.gz","b1dd603bec450b68efa11d4a3c1c0cd1","MURI_158 ","L008","R1",158
"430","190","MURI_158_SA14141_GGCTAC_L002_R2_001.fastq.gz","73137aa0cb64b56c8a8bf26757c0b32c","MURI_158 ","L002","R2",158
"431","192","MURI_158_SA15015_GGCTAC_L007_R2_001.fastq.gz","bb8c1157d12f6ef2a223d47c24a8a26a","MURI_158 ","L007","R2",158
"432","194","MURI_158_SA15015_GGCTAC_L008_R2_001.fastq.gz","cef1cd8327a47ce7cd1d8934a5119b71","MURI_158 ","L008","R2",158
"433","195","MURI_159_SA14141_CTTGTA_L002_R1_001.fastq.gz","2a55e85b03c7c65693d31085affc0af8","MURI_159 ","L002","R1",159
"434","197","MURI_159_SA15015_CTTGTA_L007_R1_001.fastq.gz","6814a733a68c65243e692db1512567e3","MURI_159 ","L007","R1",159
"435","199","MURI_159_SA15015_CTTGTA_L008_R1_001.fastq.gz","69a49180a834ccacb053060c3401ef4a","MURI_159 ","L008","R1",159
"436","196","MURI_159_SA14141_CTTGTA_L002_R2_001.fastq.gz","89286e728d46e7387bd54df4a094daa5","MURI_159 ","L002","R2",159
"437","198","MURI_159_SA15015_CTTGTA_L007_R2_001.fastq.gz","bc6a9470c8f2a8dc228525200ebe0d49","MURI_159 ","L007","R2",159
"438","200","MURI_159_SA15015_CTTGTA_L008_R2_001.fastq.gz","6405c25b9627fdcb3b22828b5867c563","MURI_159 ","L008","R2",159
"439","201","MURI_160_SA14141_AGTCAA_L002_R1_001.fastq.gz","367138afa7c151131ad1afc7d6d1164a","MURI_160 ","L002","R1",160
"440","203","MURI_160_SA15015_AGTCAA_L007_R1_001.fastq.gz","3acbf7b4643e6f94b334118a56a7abfa","MURI_160 ","L007","R1",160
"441","205","MURI_160_SA15015_AGTCAA_L008_R1_001.fastq.gz","fcaa20fced4c0b4c522c6f122c505799","MURI_160 ","L008","R1",160
"442","202","MURI_160_SA14141_AGTCAA_L002_R2_001.fastq.gz","70903c2cd27420e1e221c04021562a5f","MURI_160 ","L002","R2",160
"443","204","MURI_160_SA15015_AGTCAA_L007_R2_001.fastq.gz","7f99c13e4233429392be8f53d2e0fb0e","MURI_160 ","L007","R2",160
"444","206","MURI_160_SA15015_AGTCAA_L008_R2_001.fastq.gz","c7090c6b711a95bcf97ddd6203a950a9","MURI_160 ","L008","R2",160
"445","207","MURI_161_SA14141_AGTTCC_L002_R1_001.fastq.gz","9fda6cd85a708cccc5659db7b02ba638","MURI_161 ","L002","R1",161
"446","208","MURI_161_SA14141_AGTTCC_L002_R2_001.fastq.gz","391cd552be314188bc46bf0ec99610a3","MURI_161 ","L002","R2",161
"447","209","MURI_162_SA14141_ATGTCA_L002_R1_001.fastq.gz","4943658d2ab1ffcbd69e18ab589c3a46","MURI_162 ","L002","R1",162
"448","210","MURI_162_SA14141_ATGTCA_L002_R2_001.fastq.gz","4f3e410997491aed22c5eccd66e46da1","MURI_162 ","L002","R2",162
"449","211","MURI_163_SA14141_CCGTCC_L004_R1_001.fastq.gz","78d49999f7ab753816d8aa3a473ceb3e","MURI_163 ","L004","R1",163
"450","212","MURI_163_SA14141_CCGTCC_L004_R2_001.fastq.gz","717f59b49a388cc041b4f82b605c71b9","MURI_163 ","L004","R2",163
"451","213","MURI_164_SA14141_GTCCGC_L002_R1_001.fastq.gz","0fffbc9fcdea89bf07435cc427ff11ac","MURI_164 ","L002","R1",164
"452","214","MURI_164_SA14141_GTCCGC_L002_R2_001.fastq.gz","94c1d74f84fac94b2c499f0298aab4e9","MURI_164 ","L002","R2",164
"453","215","MURI_165_SA14141_GTGAAA_L002_R1_001.fastq.gz","fbc28a52d6782c5396f08f0a769c3fb3","MURI_165 ","L002","R1",165
"454","216","MURI_165_SA14141_GTGAAA_L002_R2_001.fastq.gz","6e9222dbbd79d451e36d767111d755f2","MURI_165 ","L002","R2",165
"455","217","MURI_166_SA14141_GTGGCC_L002_R1_001.fastq.gz","b9dd399c96bf46627ee042e9233d137e","MURI_166 ","L002","R1",166
"456","218","MURI_166_SA14141_GTGGCC_L002_R2_001.fastq.gz","303faa46e490407a7bbeb99099ea7267","MURI_166 ","L002","R2",166
"457","219","MURI_167_SA14141_CGTACG_L002_R1_001.fastq.gz","b21da7cd1a92472789e416957134aeda","MURI_167 ","L002","R1",167
"458","221","MURI_167_SA15015_CGTACG_L007_R1_001.fastq.gz","e2611e2193d862325365c90daa270e5d","MURI_167 ","L007","R1",167
"459","223","MURI_167_SA15015_CGTACG_L008_R1_001.fastq.gz","5adb9de6ccef1f78eb7e863c3153d4b9","MURI_167 ","L008","R1",167
"460","220","MURI_167_SA14141_CGTACG_L002_R2_001.fastq.gz","ff6a8398a453ba1d67f7d5bd163b8b93","MURI_167 ","L002","R2",167
"461","222","MURI_167_SA15015_CGTACG_L007_R2_001.fastq.gz","527df80f9f1e6467361b2ba434ec71b4","MURI_167 ","L007","R2",167
"462","224","MURI_167_SA15015_CGTACG_L008_R2_001.fastq.gz","37387c2b2fb6afbf096029897e09eea5","MURI_167 ","L008","R2",167
"463","225","MURI_168_SA14141_GAGTGG_L003_R1_001.fastq.gz","c5122605b6ecdcdf8f20971abe18367d","MURI_168 ","L003","R1",168
"464","227","MURI_168_SA15015_GAGTGG_L007_R1_001.fastq.gz","d017cc25cb2abaee0d1bf7c8d2eba035","MURI_168 ","L007","R1",168
"465","229","MURI_168_SA15015_GAGTGG_L008_R1_001.fastq.gz","05512bde498417c2fde7eb5509502aa0","MURI_168 ","L008","R1",168
"466","226","MURI_168_SA14141_GAGTGG_L003_R2_001.fastq.gz","90d7e51f3be23237c9f719f55a35e7a7","MURI_168 ","L003","R2",168
"467","228","MURI_168_SA15015_GAGTGG_L007_R2_001.fastq.gz","b2a51d9516c4eadcbdf01965604e41b2","MURI_168 ","L007","R2",168
"468","230","MURI_168_SA15015_GAGTGG_L008_R2_001.fastq.gz","80708401b94c5e11caf5833e8afd29a1","MURI_168 ","L008","R2",168
"469","231","MURI_169_SA14141_ACTGAT_L002_R1_001.fastq.gz","c45bc4ea31c5fd003d2234e8efce38d7","MURI_169 ","L002","R1",169
"470","233","MURI_169_SA15015_ACTGAT_L007_R1_001.fastq.gz","72b54cf42a497e9947e6f9ae1fd60223","MURI_169 ","L007","R1",169
"471","235","MURI_169_SA15015_ACTGAT_L008_R1_001.fastq.gz","41a30921e3b9e5ccd67b04e8a2fb0f83","MURI_169 ","L008","R1",169
"472","232","MURI_169_SA14141_ACTGAT_L002_R2_001.fastq.gz","c9a90be42ce94e7238d63374e2fdbce8","MURI_169 ","L002","R2",169
"473","234","MURI_169_SA15015_ACTGAT_L007_R2_001.fastq.gz","993f23238903f3efd36b09f487fa8346","MURI_169 ","L007","R2",169
"474","236","MURI_169_SA15015_ACTGAT_L008_R2_001.fastq.gz","3ea04ee84169602d74dd21156148df2e","MURI_169 ","L008","R2",169
"475","239","MURI_170_SA14141_ATTCCT_L002_R1_001.fastq.gz","12474bdc31837e502fd1807d67034270","MURI_170 ","L002","R1",170
"476","241","MURI_170_SA15015_ATTCCT_L007_R1_001.fastq.gz","1c12c8e04d861e0395edfcb42fae30b3","MURI_170 ","L007","R1",170
"477","243","MURI_170_SA15015_ATTCCT_L008_R1_001.fastq.gz","31df20db97d2b25b84bfbcd61ada1268","MURI_170 ","L008","R1",170
"478","240","MURI_170_SA14141_ATTCCT_L002_R2_001.fastq.gz","8e6908c49f0ab31d4b3581bfa505cfce","MURI_170 ","L002","R2",170
"479","242","MURI_170_SA15015_ATTCCT_L007_R2_001.fastq.gz","33b93143e7b4f269351db24881d212a5","MURI_170 ","L007","R2",170
"480","244","MURI_170_SA15015_ATTCCT_L008_R2_001.fastq.gz","37dfef3e9d34879d598e6e93ac9391e4","MURI_170 ","L008","R2",170
"481","245","MURI_171_SA14217_ATCACG_L006_R1_001.fastq.gz","e8cf2b7828cffa173d5a3acb79d385a9","MURI_171 ","L006","R1",171
"482","247","MURI_171_SA15015_ATCACG_L007_R1_001.fastq.gz","512a12f399e198958f17bc749139515b","MURI_171 ","L007","R1",171
"483","249","MURI_171_SA15015_ATCACG_L008_R1_001.fastq.gz","1e0695667d685a7b5f1e5a5e1b4cf71e","MURI_171 ","L008","R1",171
"484","246","MURI_171_SA14217_ATCACG_L006_R2_001.fastq.gz","9f78558ab8908d4c686bc7cfbb6ffa86","MURI_171 ","L006","R2",171
"485","248","MURI_171_SA15015_ATCACG_L007_R2_001.fastq.gz","9d75fb6e8d419656c86fbedffdc59785","MURI_171 ","L007","R2",171
"486","250","MURI_171_SA15015_ATCACG_L008_R2_001.fastq.gz","45b40ff8f4996628e4e1b1805fe1e3b9","MURI_171 ","L008","R2",171
