"","genes","dataType","growthPhase","test_for","exist_in"
"2506","eda","protein","Sta","Gly","controlled for Growth"
"2507","cusR","protein","Sta","Gly","controlled for Growth"
"2508","treC","protein","Sta","Gly","controlled for Growth"
"2509","arcC","protein","Sta","Gly","controlled for Growth"
"2510","rpsT","protein","Sta","Gly","controlled for Growth"
"2511","yagR","protein","Sta","Gly","controlled for Growth"
"2512","hemL","protein","Sta","Gly","controlled for Growth"
"2513","sixA","protein","Sta","Gly","controlled for Growth"
"2514","thrB","protein","Sta","Gly","controlled for Growth"
"2515","yaeH","protein","Sta","Gly","controlled for Growth"
"2516","accD","protein","Sta","Gly","controlled for Growth"
"2517","rpsE","protein","Sta","Gly","controlled for Growth"
"2518","hrpA","protein","Sta","Gly","controlled for Growth"
"2519","atpG","protein","Sta","Gly","controlled for Growth"
"2520","fbaA","protein","Sta","Gly","controlled for Growth"
"2521","hisD","protein","Sta","Gly","controlled for Growth"
"2522","nrfA","protein","Sta","Gly","controlled for Growth"
"2523","ydeM","protein","Sta","Gly","controlled for Growth"
"2524","yphE","protein","Sta","Gly","controlled for Growth"
"2525","xdhA","protein","Sta","Gly","controlled for Growth"
"2526","menF","protein","Sta","Gly","controlled for Growth"
"2527","ppa","protein","Sta","Gly","controlled for Growth"
"2528","rpsB","protein","Sta","Gly","controlled for Growth"
"2529","yoaC","protein","Sta","Gly","controlled for Growth"
"2530","yjcS","protein","Sta","Gly","controlled for Growth"
"2531","yjcP","protein","Sta","Gly","controlled for Growth"
"2532","xthA","protein","Sta","Gly","controlled for Growth"
"2533","cysJ","protein","Sta","Gly","controlled for Growth"
"2534","yadR","protein","Sta","Gly","controlled for Growth"
"2535","ycjN","protein","Sta","Gly","controlled for Growth"
"2536","ybcU","protein","Sta","Gly","controlled for Growth"
"2537","umuC","protein","Sta","Gly","controlled for Growth"
"2538","ynfE","protein","Sta","Gly","controlled for Growth"
"2539","hisF","protein","Sta","Gly","controlled for Growth"
"2540","norV","protein","Sta","Gly","controlled for Growth"
"2541","rplB","protein","Sta","Gly","controlled for Growth"
"2542","yeeR","protein","Sta","Gly","controlled for Growth"
"2543","citC","protein","Sta","Gly","controlled for Growth"
"2544","ygaG","protein","Sta","Gly","controlled for Growth"
"2545","hpaR","protein","Sta","Gly","controlled for Growth"
"2546","araB","protein","Sta","Gly","controlled for Growth"
"2547","rhsD","protein","Sta","Gly","controlled for Growth"
"2548","flgN","protein","Sta","Gly","controlled for Growth"
"2549","flgD","protein","Sta","Gly","controlled for Growth"
"2550","yciR","protein","Sta","Gly","controlled for Growth"
"2551","ygiQ","protein","Sta","Gly","controlled for Growth"
"2552","rplK","protein","Sta","Gly","controlled for Growth"
"2553","ccmH","protein","Sta","Gly","controlled for Growth"
"2554","adhP","protein","Sta","Gly","controlled for Growth"
"2555","potF","protein","Sta","Gly","controlled for Growth"
"2556","def","protein","Sta","Gly","controlled for Growth"
"2557","modA","protein","Sta","Gly","controlled for Growth"
"2558","trpC","protein","Sta","Gly","controlled for Growth"
"2559","stfR","protein","Sta","Gly","controlled for Growth"
"2560","otsB","protein","Sta","Gly","controlled for Growth"
"2561","yraJ","protein","Sta","Gly","controlled for Growth"
"2562","nirB","protein","Sta","Gly","controlled for Growth"
"2563","argB","protein","Sta","Gly","controlled for Growth"
"2564","lysC","protein","Sta","Gly","controlled for Growth"
"2565","gcl","protein","Sta","Gly","controlled for Growth"
"2566","ycbJ","protein","Sta","Gly","controlled for Growth"
"2567","proQ","protein","Sta","Gly","controlled for Growth"
"2568","mglA","protein","Sta","Gly","controlled for Growth"
"2569","insI","protein","Sta","Gly","controlled for Growth"
"2570","maeB","protein","Sta","Gly","controlled for Growth"
"2571","serA","protein","Sta","Gly","controlled for Growth"
"2572","groEL","protein","Sta","Gly","controlled for Growth"
"2573","ybeY","protein","Sta","Gly","controlled for Growth"
"2574","upp","protein","Sta","Gly","controlled for Growth"
"2575","sgaE","protein","Sta","Gly","controlled for Growth"
"2576","mdlA","protein","Sta","Gly","controlled for Growth"
"2577","phnJ","protein","Sta","Gly","controlled for Growth"
"2578","dinB","protein","Sta","Gly","controlled for Growth"
"2579","yfhA","protein","Sta","Gly","controlled for Growth"
"2580","kdpD","protein","Sta","Gly","controlled for Growth"
"2581","allC","protein","Sta","Gly","controlled for Growth"
"2582","eutB","protein","Sta","Gly","controlled for Growth"
"2583","eutD","protein","Sta","Gly","controlled for Growth"
"2584","sspB","protein","Sta","Gly","controlled for Growth"
"2585","yhcB","protein","Sta","Gly","controlled for Growth"
"2586","yhbS","protein","Sta","Gly","controlled for Growth"
"2587","rbsC","protein","Sta","Gly","controlled for Growth"
"2588","pepQ","protein","Sta","Gly","controlled for Growth"
"2589","yjgL","protein","Sta","Gly","controlled for Growth"
"2590","idnD","protein","Sta","Gly","controlled for Growth"
"2591","ftsI","protein","Sta","Gly","controlled for Growth"
"2592","rpmD","protein","Sta","Gly","controlled for Growth"
"2593","argH","protein","Sta","Gly","controlled for Growth"
"2594","ygbD","protein","Sta","Gly","controlled for Growth"
"2595","eaeH","protein","Sta","Gly","controlled for Growth"
"2596","hrpB","protein","Sta","Gly","controlled for Growth"
"2597","proA","protein","Sta","Gly","controlled for Growth"
"2598","dhaR","protein","Sta","Gly","controlled for Growth"
"2599","metA","protein","Sta","Gly","controlled for Growth"
"2600","ynfF","protein","Sta","Gly","controlled for Growth"
"2601","sbm","protein","Sta","Gly","controlled for Growth"
"2602","alkA","protein","Sta","Gly","controlled for Growth"
"2603","hpaD","protein","Sta","Gly","controlled for Growth"
"2604","wzc","protein","Sta","Gly","controlled for Growth"
"2605","yehI","protein","Sta","Gly","controlled for Growth"
"2606","bcsA","protein","Sta","Gly","controlled for Growth"
"2607","livG","protein","Sta","Gly","controlled for Growth"
"2608","ydcM","protein","Sta","Gly","controlled for Growth"
"2609","alsA","protein","Sta","Gly","controlled for Growth"
"2610","hsdM","protein","Sta","Gly","controlled for Growth"
"2611","pspB","protein","Sta","Gly","controlled for Growth"
"2612","yjgI","protein","Sta","Gly","controlled for Growth"
"2613","dhaK","protein","Sta","Gly","controlled for Growth"
"2614","dapA","protein","Sta","Gly","controlled for Growth"
"2615","yieL","protein","Sta","Gly","controlled for Growth"
"2616","polB","protein","Sta","Gly","controlled for Growth"
"2617","nfnB","protein","Sta","Gly","controlled for Growth"
"2618","yhdZ","protein","Sta","Gly","controlled for Growth"
"2619","asd","protein","Sta","Gly","controlled for Growth"
"2620","treF","protein","Sta","Gly","controlled for Growth"
"2621","asnC","protein","Sta","Gly","controlled for Growth"
"2622","pflC","protein","Sta","Gly","controlled for Growth"
"2623","fdhF","protein","Sta","Gly","controlled for Growth"
"2624","yfdE","protein","Sta","Gly","controlled for Growth"
"2625","yqeB","protein","Sta","Gly","controlled for Growth"
"2626","ptsA","protein","Sta","Gly","controlled for Growth"
"2627","wcaA","protein","Sta","Gly","controlled for Growth"
"2628","rfbD","protein","Sta","Gly","controlled for Growth"
"2629","mqo","protein","Sta","Gly","controlled for Growth"
"2630","recB","protein","Sta","Gly","controlled for Growth"
"2631","lacZ","protein","Sta","Gly","controlled for Growth"
"2632","aspC","protein","Sta","Gly","controlled for Growth"
"2633","rumB","protein","Sta","Gly","controlled for Growth"
"2634","ygfE","protein","Sta","Gly","controlled for Growth"
"2635","yadD","protein","Sta","Gly","controlled for Growth"
"2636","ybgG","protein","Sta","Gly","controlled for Growth"
"2637","torZ","protein","Sta","Gly","controlled for Growth"
"2638","proS","protein","Sta","Gly","controlled for Growth"
