,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,contrast,base
2537,YP_003045769.1,0.521193979183053,-2.06518938564839,1.263587384419,-1.63438588507116,0.10217785012675,0.150177462934488,hypE,ECB_02580,b2730,-1,protein,Sta,carbonSource,lactate,glucose
2538,YP_003045770.1,1.6189001049626,-2.78495108771728,1.1788465311511,-2.36243736069518,0.0181552092762261,0.0397656466796694,fhlA,ECB_02581,b2731,-1,protein,Sta,carbonSource,lactate,glucose
2539,YP_003045771.1,0.725267004887751,-2.49862201357144,1.31336105841363,-1.90246390934527,0.0571105327929751,0.0964276854881908,ygbA,ECB_02582,b2732,-1,protein,Sta,carbonSource,lactate,glucose
2540,YP_003045772.1,21.7319531255386,1.87550143070719,0.561242331461227,3.34169631471706,0.000832681095761803,0.00324167378638718,mutS,ECB_02583,b2733,1,protein,Sta,carbonSource,lactate,glucose
2541,YP_003045773.1,0.168238499568238,0.185024052687172,1.25932392463016,0.146923320575769,0.883192544514795,NA,pphB,ECB_02584,b2734,1,protein,Sta,carbonSource,lactate,glucose
2542,YP_003045774.1,1.05749914640661,-1.59286508353525,1.26379650429593,-1.2603809854836,0.207531957638833,0.262803882593188,ygbI,ECB_02585,b2735,-1,protein,Sta,carbonSource,lactate,glucose
2543,YP_003045775.1,0.516960667573005,-1.97926611688965,1.31649508542413,-1.50343600884161,0.132726646796708,0.185373365616157,ygbJ,ECB_02586,b2736,-1,protein,Sta,carbonSource,lactate,glucose
2544,YP_003045776.1,1.10746940631698,-2.12502007256582,1.23134649857751,-1.72576937118894,0.0843889121503638,0.130883184225588,ygbK,ECB_02587,b2737,-1,protein,Sta,carbonSource,lactate,glucose
2545,YP_003045777.1,0.361636566088705,-1.42259272884407,1.32501638517406,-1.0736416128599,0.282983339390293,NA,ygbL,ECB_02588,b2738,-1,protein,Sta,carbonSource,lactate,glucose
2546,YP_003045778.1,0.845109967354501,0.365487762336782,1.11253429436931,0.32851819866279,0.742519886600372,0.778868686202065,ygbM,ECB_02589,b2739,1,protein,Sta,carbonSource,lactate,glucose
2547,YP_003045779.1,0.331128103194812,-1.40264055775007,1.30406323454158,-1.07559244106988,0.282109569481244,NA,ygbN,ECB_02590,b2740,-1,protein,Sta,carbonSource,lactate,glucose
2548,YP_003045780.1,14.1896042039702,1.2431178688213,0.746649024881472,1.664929340822,0.0959268536830021,0.143923022825032,rpoS,ECB_02591,b2741,1,protein,Sta,carbonSource,lactate,glucose
2549,YP_003045781.1,7.26812745973289,1.66766292207594,0.856780752096827,1.94642902282132,0.051603226141934,0.088973905528999,nlpD,ECB_02592,b2742,1,protein,Sta,carbonSource,lactate,glucose
2550,YP_003045782.1,8.7352637303998,1.79788771054633,0.570465994092845,3.15161241715263,0.00162371645445855,0.0055202969646884,pcm,ECB_02593,b2743,1,protein,Sta,carbonSource,lactate,glucose
